Code,JavaDoc,Package
"@Nonnull
    @CheckReturnValue
    default M sync()
    {
        if (!(getChannel() instanceof ICategorizableChannel))
            throw new IllegalStateException(""sync() requires that the channel be categorizable as it syncs the channel to the parent category."");

        ICategorizableChannel categorizableChannel = (ICategorizableChannel) getChannel();
        if (categorizableChannel.getParentCategory() == null)
            throw new IllegalStateException(""sync() requires a parent category"");
        return sync(categorizableChannel.getParentCategory());
    }","/**
     * Syncs all {@link PermissionOverride PermissionOverrides} of this GuildChannel with
     * its parent ({@link Category Category}).
     *
     * <p>After this operation, all {@link PermissionOverride PermissionOverrides}
     * will be exactly the same as the ones from the parent.
     * <br><b>That means that all current PermissionOverrides are lost!</b>
     *
     * <p>This behaves as if calling {@link #sync(IPermissionContainer)} with this GuildChannel's {@link ICategorizableChannel#getParentCategory()} Parent}.
     *
     * @throws  IllegalStateException
     *          If this GuildChannel has no parent
     * @throws  net.dv8tion.jda.api.exceptions.InsufficientPermissionException
     *          If the currently logged in account does not have {@link Permission#MANAGE_PERMISSIONS Permission.MANAGE_PERMISSIONS}
     *          in this channel or {@link IPermissionHolder#canSync(IPermissionContainer, IPermissionContainer)} is false for the self member.
     *
     * @return  ChannelManager for chaining convenience
     *
     * @see     <a href=""https://discord.com/developers/docs/topics/permissions#permission-syncing"" target=""_blank"">Discord Documentation - Permission Syncing</a>
     */",net.dv8tion.jda.api.managers.channel.attribute
"public Mono<MessageData> publish() {
        return restClient.getChannelService().publishMessage(channelId, id);
    }","/**
     * Requests to publish (crosspost) this message if the {@code channel} is of type 'news'.
     * Requires 'SEND_MESSAGES' permission if the current user sent the message, or additionally the 'MANAGE_MESSAGES' permission, for all other messages, to be present for the current user.
     *
     * @return A {@link Mono} where, upon successful completion, emits the published {@link MessageData}
     * (crossposted) in the guilds. If an error is received, it is emitted through the {@code Mono}.
     * @see <a href=""https://discord.com/developers/docs/resources/channel#crosspost-message"">Crosspost Message</a>
     */",discord4j.rest.entity
Flux<RoleData> getRoles();,"/**
     * Retrieves data for all roles present in the store.
     *
     * @return A {@link Flux} emitting the roles, or empty if none is present
     */",discord4j.common.store.api.layout
"public RecognitionSettingsImpl(final UpdateRate updateRate, final double dtwRadius, final int minDTWThreshold,
            final int maxDTWTreshold, final int minTimeSeparation, final int matchNumber) {
        this.updateRate = updateRate;
        this.dtwRadius = dtwRadius;
        this.minDTWThreashold = minDTWThreshold;
        this.maxDTWThreashold = maxDTWTreshold;
        this.minTimeSeparation = minTimeSeparation;
        this.matchNumber = matchNumber;
    }","/**
     *
     * The constructor for the class.
     *
     * @param updateRate
     *            the update rate
     * @param dtwRadius
     *            the radius
     * @param minDTWThreshold
     *            the min threshold
     * @param maxDTWTreshold
     *            the max threshold
     * @param minTimeSeparation
     *            the min time separation
     * @param matchNumber
     *            the match number
     */",jestures.core.recognition.gesturedata
"@Nonnull
    ChannelCacheView<C> getChannelCache();","/**
     * Unified cache of all channels associated with this shard or guild.
     *
     * <p>This {@link ChannelCacheView} stores all channels in individually typed maps based on {@link ChannelType}.
     * You can use {@link ChannelCacheView#getElementById(ChannelType, long)} or {@link ChannelCacheView#ofType(Class)} to filter
     * out more specific types.
     *
     * @return {@link ChannelCacheView}
     */",net.dv8tion.jda.api.entities.channel.attribute
"public AttachmentProxy(@Nonnull String url)
    {
        super(url);
    }","/**
     * Constructs a new {@link AttachmentProxy} for the provided URL.
     *
     * @param  url
     *         The URL to download the attachment from
     *
     * @throws IllegalArgumentException
     *         If the provided URL is null
     */",net.dv8tion.jda.api.utils
"public static final Route GUILD_SCHEDULED_EVENT_MODIFY = Route.patch(""/guilds/{guild.id}/scheduled-events/{event.id}"");","/**
     * Modifies a scheduled event for the given guild. Returns the modified scheduled event object on success.
     *
     * @see <a href=""https://discord.com/developers/docs/resources/guild-scheduled-event#modify-guild-scheduled-event"">
     * https://discord.com/developers/docs/resources/guild-scheduled-event#modify-guild-scheduled-event</a>
     */",discord4j.rest.route
"@Nonnull
    public abstract T build();","/**
     * Builds a validated instance of this builder's state, which can then be used for requests.
     *
     * @throws IllegalStateException
     *         For {@link MessageCreateBuilder}
     *         <ul>
     *             <li>If the builder is {@link #isEmpty() empty}</li>
     *             <li>If the content set is longer than {@value Message#MAX_CONTENT_LENGTH}</li>
     *             <li>If more than {@value Message#MAX_EMBED_COUNT} embeds are set</li>
     *             <li>If more than {@value Message#MAX_COMPONENT_COUNT} component layouts are set</li>
     *         </ul>
     *         For {@link MessageEditBuilder}
     *         <ul>
     *             <li>If the content set is longer than {@value Message#MAX_CONTENT_LENGTH}</li>
     *             <li>If more than {@value Message#MAX_EMBED_COUNT} embeds are set</li>
     *             <li>If more than {@value Message#MAX_COMPONENT_COUNT} component layouts are set</li>
     *         </ul>
     *
     * @return The validated data instance
     */",net.dv8tion.jda.api.utils.messages
"public Publisher<?> onStoreChannelDelete(StoreChannelDeleteEvent event) {
        return Mono.empty();
    }","/**
     * Invoked when a guild store channel is deleted.
     *
     * @param event the event instance
     * @return a {@link Publisher} that completes when this listener has done processing the event, for example,
     * returning any {@link Mono}, {@link Flux} or synchronous code using {@link Mono#fromRunnable(Runnable)}.
     */",discord4j.core.event
"@Nonnull
        public Builder setMaxLength(int maxLength)
        {
            if (maxLength != -1)
            {
                Checks.check(maxLength >= 1, ""Maximum length cannot be smaller than 1 character!"");
                Checks.check(maxLength <= MAX_VALUE_LENGTH, ""Maximum length cannot be longer than %d characters!"", MAX_VALUE_LENGTH);
            }

            this.maxLength = maxLength;
            return this;
        }","/**
         * Sets the maximum length of this input field. Default is -1 (No maximum length).
         *
         * <p><b>This has to be between 1 and {@value #MAX_VALUE_LENGTH}, or -1 for no maximum length</b>
         *
         * @param  maxLength 
         *         The maximum amount of characters that need to be written, or -1
         *
         * @throws IllegalArgumentException
         *         If maxLength is not -1 and is smaller than 1 or greater than {@value #MAX_VALUE_LENGTH}
         *
         * @return The same builder instance for chaining
         */",net.dv8tion.jda.api.interactions.components.text
"public static CountInGuildAction countChannelsInGuild(long guildId) {
        return new CountInGuildAction(InGuildEntity.CHANNELS, guildId);
    }","/**
     * Creates an action to count the number of channels present in a store for the given guild ID.
     *
     * @param guildId the guild ID
     * @return a new {@link CountInGuildAction}
     */",discord4j.common.store.action.read
"public static DiscordOAuth2Client createFromCode(RestClient restClient, AuthorizationCodeGrantRequest request) {
        return new DiscordOAuth2Client(restClient, request.clientId(), request.clientSecret(),
                service -> service.exchangeAuthorizationCode(request).map(AccessToken::new));
    }","/**
     * Create an OAuth2 client by completing an authorization code grant flow. This is useful if you have a custom
     * HTTP server that receives the {@code code} parameter. Build a
     * {@link AuthorizationCodeGrantRequest} making sure to include the code parameter and the access token with refresh
     * capabilities will be stored once the first request is made using one of the API methods in this class or
     * {@link #withAuthorizedClient(DiscordWebRequest)}.
     * <p>
     * For an example server implementation, check {@link DiscordOAuth2Server}, which uses this method.
     *
     * @param restClient a Discord REST API client for performing requests
     * @param request an object with all parameters required to complete an authorization code grant request
     * @return a client that can work with a valid user token to perform API requests
     */",discord4j.oauth2
"@Nonnull
    public List<ForumTag> getRemovedTags()
    {
        List<ForumTag> oldTags = new ArrayList<>(getOldTags());
        oldTags.removeAll(getNewTags());
        return oldTags;
    }","/**
     * The removed tags.
     *
     * <p>This requires {@link net.dv8tion.jda.api.utils.cache.CacheFlag#FORUM_TAGS CacheFlag.FORUM_TAGS} to be enabled.
     *
     * @return The tags that were removed from the post
     */",net.dv8tion.jda.api.events.channel.update
